,AccX,AccY,AccZ,Phase
0,0.539540998668,-0.57961797773,-0.429555719868,0
1,0.559442891584,-0.525705594426,-0.373111836247,0
2,0.574545264539,-0.538803151147,-0.48734065125,0
3,0.561477765058,-0.558350158625,-0.387050833633,0
4,0.514520469653,-0.622344100692,-0.422055061794,0
5,0.473971992417,-0.66239768489,-0.429340975606,0
6,0.516829680534,-0.631240768578,-0.460026363808,0
7,0.449916745444,-0.611207430394,-0.398194921969,0
8,0.483088779799,-0.621144813609,-0.335251275134,0
9,0.433299453164,-0.564708510593,-0.390601932169,0
10,0.548863468727,-0.575430594897,-0.408264458274,0
11,0.650962800979,0.310837045369,-0.319634311597,0
12,-6.19246109899,-25.0309784204,-9.35867579831,0
13,1.4187008201,0.197795799448,-0.34118195116,0
14,1.31493296009,0.282126352768,-0.345802646656,0
15,1.31144754507,0.304892392588,-0.341964553978,0
16,1.30170559226,0.350864576059,-0.419863397703,0
17,1.2258186327,0.390740975678,-0.377298838229,0
18,1.27488466331,0.321366369667,-0.344835703379,0
19,1.20209733177,0.509871711941,-0.348905268723,0
20,1.10904641078,0.501067220606,-0.40804851016,0
21,1.12848814364,0.543586379581,-0.379590169977,0
22,0.995634835968,0.608827432432,-0.416178781629,0
23,0.8883317188,0.657513976909,-0.442634067658,0
24,0.920476438227,0.644387662683,-0.48648259271,0
25,0.822500806346,0.719912535818,-0.516194105329,0
26,0.760022249885,0.620102096757,-0.409134591407,0
27,0.810039081202,0.642426288739,-0.344809771586,0
28,0.808757407594,0.650377604285,-0.34694625012,0
29,0.857902706662,0.5695029031,-0.347255262471,0
30,0.824703824379,0.529098893011,-0.350847833201,0
31,0.805123026157,0.601484283695,-0.376645526748,0
32,0.777430336082,0.551019743817,-0.324511104916,0
33,0.598757302216,0.549816926522,-0.312644054696,0
34,0.593909249364,0.58714480849,-0.359447117318,0
35,0.583249601869,0.609827907741,-0.361758034983,0
36,0.540117507353,0.588986155819,-0.379569559403,0
37,0.499543441773,0.537816750452,-0.408565929523,0
38,0.526192150477,0.559028835595,-0.423564840957,0
39,0.434929785086,0.558507091413,-0.381161190878,0
40,0.41741974881,0.510856011213,-0.370692697242,0
41,0.452952742143,0.531926964686,-0.294328409175,0
42,0.428701708149,0.559547523011,-0.342906057483,0
43,0.513728656861,0.523015080782,-0.276204167139,0
44,0.457347317226,0.55324562798,-0.294607076058,0
45,0.392447263488,0.448133449267,-0.256924789484,0
46,0.385024917028,0.374235133303,-0.309010718085,0
47,0.27573518021,0.396593665569,-0.462184185991,0
48,0.281608500977,0.392639923714,-0.372579863011,0
49,0.220133253998,0.536088179427,-0.395669753482,0
50,0.0646880397869,0.405030595233,-0.398240881813,0
51,0.176748266865,0.387054536861,-0.42096142123,0
52,0.256985070961,0.269011759756,-0.345907245628,0
53,0.397365232383,0.380090472436,-0.321470034476,0
54,0.292628736991,0.359009115683,-0.328379957288,0
55,0.000128016708058,0.248275293694,-0.471033347495,0
56,-0.0931261976681,0.205757422671,-0.440531588349,0
57,0.279298082534,0.409230595642,-0.399028649531,0
58,0.399418532267,0.381320325539,-0.277289745976,0
59,0.202444478665,0.201446204529,-0.217597343058,0
60,0.418111069363,0.24475928886,-0.162716188994,0
61,0.296078014833,0.262194763429,-0.199611968477,0
62,0.273680805873,0.325174835407,-0.235913419924,0
63,0.426355579152,0.37455387032,-0.223449875183,0
64,0.195889127541,0.349071804,-0.248184061476,0
65,0.37213884606,0.382912814898,-0.233966569165,0
66,0.0425454520403,0.186480230753,-0.348068578585,0
67,0.107907689028,0.16019595671,-0.37236146202,0
68,0.234909888434,0.314548517362,-0.256269836075,0
69,0.253087465126,0.349235436503,-0.245876365656,0
70,0.221317413801,0.142944504067,-0.216733032032,0
71,0.22751989521,0.189477162466,-0.249298562602,0
72,0.294176507914,0.225311679895,-0.209579911198,0
73,0.251175089178,0.138551142108,-0.24221780928,0
74,0.272219268887,0.205698947464,-0.19980862151,0
75,0.159337094704,0.157217478506,-0.270324036372,0
76,0.133881173284,0.195889599979,-0.267694970404,0
77,0.0765519417957,0.270125861919,-0.237281814218,0
78,0.119529538293,0.228515926539,-0.211182871412,0
79,0.147067144563,0.0824796002902,-0.215438306667,0
80,0.0653593376204,-0.0587892093013,-0.277246232083,0
81,0.133423011157,0.0553177888552,-0.263025446295,0
82,0.144755148615,0.0538892688508,-0.232677759358,0
83,0.0970457844897,0.0105899600993,-0.170041576051,0
84,0.0473354398093,-0.0152996322954,-0.176927300851,0
85,0.204687687693,-0.0998731313068,-0.0535648247451,0
86,0.337714312939,0.558205086457,0.157809399026,0
87,0.530931347128,1.1756898873,0.432496956365,0
88,0.830122055335,2.28788898389,1.09304243756,0
89,1.10850880475,2.34115155903,1.95827001299,2
90,1.73887603969,1.86313221927,3.40120776047,2
91,1.80587494644,1.45106979936,4.60648644829,2
92,1.89618086403,0.461083739389,5.15642023339,2
93,0.387021837653,-2.93355862256,5.00006715887,2
94,1.39054617952,0.564212410848,3.95029327111,2
95,1.68961049762,2.97894536177,8.97226750814,2
96,0.0603686448532,3.65735440995,5.02110589891,2
97,0.651939186425,5.36205126918,4.00211815137,2
98,-0.225459184305,5.18782346977,3.86032009876,2
99,-0.696957257305,7.08284662614,2.22998970475,2
100,-0.511665533579,8.25241352818,-1.22910257204,2
101,-2.01977723635,11.4198008641,-4.29717737875,2
102,-3.04010077428,14.532829866,-7.67356211748,2
103,-5.16294471113,17.5557334365,-10.902462603,2
104,-5.43180682044,15.6256633945,-10.4698847661,2
105,-6.37250838118,16.3305545494,-12.6180031052,2
106,-6.26455543981,15.7546782354,-12.9335419294,2
107,-8.12543210889,14.6371657269,-9.99006739261,2
108,-7.80896883026,13.4163185694,-9.22144312521,2
109,-8.33730089832,12.0623061788,-7.11484390708,2
110,-8.14197121178,10.5244680532,-4.97939647278,2
111,-7.70076737585,8.05397294173,-1.89591616006,2
112,-7.10237989819,6.59054769979,-0.320029384783,2
113,-5.81873783059,4.34754149863,1.95804689366,2
114,-5.16334222775,2.7715069275,3.12793255614,2
115,-4.14348599669,0.971966739954,4.17919110031,2
116,-3.21971742549,-0.463570381771,4.82094335364,3
117,-1.63756521198,-2.63316457226,5.18938403229,3
118,-0.563797354025,-3.93301731966,5.26130687594,3
119,0.929352245668,-5.63071601941,4.78281496803,3
120,1.75025745028,-6.49522953751,4.30099948528,3
121,2.59123273646,-7.33664650018,3.83105200292,3
122,3.29711797646,-8.90507737346,3.29171480625,3
123,4.17986252328,-11.0099503969,2.7091158378,3
124,5.21715831286,-12.2865334707,1.60742516089,3
125,6.3828449805,-13.8690262599,-0.275389396031,3
126,6.72056426331,-14.7453813027,-1.21967785554,3
127,7.14574456986,-15.2990811411,-2.64936557478,3
128,7.30517978998,-15.1795487012,-3.56903876815,3
129,7.58150997902,-14.6460724998,-4.41185490053,3
130,7.83892021854,-14.2179449564,-4.67753007492,3
131,8.11540734088,-13.4607860564,-4.95622316684,3
132,8.4203329596,-12.6659972097,-4.87274709085,3
133,8.5954656872,-11.4762790585,-4.38229170396,3
134,8.57160212676,-10.638873681,-4.13276196536,3
135,8.37458106617,-9.17352924709,-3.58118363656,3
136,8.14383189431,-7.84984929672,-2.85041200063,3
137,7.69070893273,-6.05052091491,-2.51092507044,3
138,7.23199434351,-4.1140183002,-2.34380722258,3
139,-7.61027445553,-6.66775752846,6.78207798978,3
140,-3.80347278692,-0.852777675316,3.11428635219,3
141,-5.30396183218,29.5495199779,22.8904104227,3
142,-12.8917165106,1.61398063322,-8.38680287711,3
143,-3.77142301159,-3.75939284689,0.614692572109,3
144,3.64171506161,-10.9182285356,-0.157484580363,3
145,4.38879542534,-8.21497285276,0.0508833189196,3
146,0.165615617843,0.0335847582467,1.18882271455,1
147,-1.75733971333,4.06879096969,0.479805032042,1
148,0.0124862429857,-1.58765334667,0.776620406519,1
149,-0.688899377462,-3.06349454183,-0.486018784518,1
150,-0.275091797342,-0.777871315641,-0.390373905946,1
151,0.215722513171,0.232695723351,0.108232271093,1
152,0.241097821009,-0.533022115453,0.136361696578,1
153,-0.428774192562,-0.725440676549,-0.291135811991,1
154,-0.62521611405,-0.199808109866,-0.398462030193,1
155,-0.115228194518,0.425548807364,-0.00224666627841,1
156,-0.0431336180945,0.216179795525,0.00874732696405,1
157,-0.3211891809,-0.244894061034,-0.194783612527,1
158,-0.85081643963,-0.108852806264,-0.44847637537,1
159,-0.888846916593,0.258053413219,-0.465902121734,1
160,-0.467695118724,0.425220672105,-0.313688816819,1
161,-0.532947743656,0.364572678757,-0.321745893477,1
162,-0.316774085278,-0.11793998137,-0.28985781545,1
163,-0.0852018411298,-0.166391686826,-0.162760175986,1
164,-0.123039241922,0.270982674025,-0.177997990766,1
165,-0.176713668458,0.235519509876,-0.155827419604,1
166,-0.198268823157,0.162546686231,-0.174025596748,1
167,-0.199315516585,0.115111342872,-0.274650529273,1
168,-0.405617976378,0.271139412798,-0.375895796509,1
169,-0.157072506989,0.325824332349,-0.322648147925,1
170,-0.361372172295,0.253703659128,-0.346927769199,1
171,-0.291304834779,0.296496978462,-0.337459597437,1
172,-0.113812878706,0.203913399703,-0.367195056441,1
173,-0.101357875005,0.224397488324,-0.19485417554,1
174,-0.109123461464,0.183654533,-0.249706094665,1
175,-0.0445960255378,0.0799136418591,-0.154559629564,1
176,-0.394604612348,-0.371688813569,-0.414160312836,1
177,-0.441121171997,-0.238593136912,-0.318044834656,1
178,-0.258136842694,0.0834272859378,-0.295530389083,1
179,-0.33333572723,0.130518566588,-0.182525498959,1
180,-0.242942008321,0.168304603125,-0.214483947191,1
181,-0.216588821016,0.229791901939,-0.417725249351,1
182,0.00740127628287,0.152473409017,-0.171090024479,1
183,-0.102438019772,0.128061191676,-0.017145469075,1
184,-0.0511124177521,0.184380243852,-0.0194156275624,1
185,-0.1317699689,0.162242716713,-0.119844436652,1
186,0.131485456314,0.223407334119,0.169861949084,1
